.NET Zone,221,http://dotnet.dzone.com/articles/excel-digital-art-drawing,Excel As a Digital Art Drawing Platform? Yep!,Greg Duncan,"Believe it or not, the artwork above was made entirely in Microsoft Excel. In fact, you can actually play with the actual Excel documents in this attached zip file. ",6/27/13,,
Agile Zone,1371,http://agile.dzone.com/articles/rethink-traditional-career,Rethink the Traditional Career Path,Dave Fecak,"For engineers, the problems of traditional career paths may be compounded.  To ‘move up’ and maximize earnings often means getting further from what you do best or enjoy (code) and the result may be to leave jobs more often than you should.  Management responsibility is not always on the engineer’s wish list.",7/1/13,,
Agile Zone,578,http://agile.dzone.com/articles/git-bits,Git From the Bits Up,Mitch Pronschinske,"Join GitHub trainer and evangelist Tim Berglund for a look at Git, from the bits up. This talk is not for the Git beginner, but a more advanced look at ""weird internals stuff"" and obscure commands that will reveal a sort of internal API that is there for Git users.",6/28/13,,
agile_stream,9263,http://agile.dzone.com/articles/just-use-ide,Just Use an IDE,Jason Whaley,"The common reply is that “I can do all of these things just perfectly fine and acceptable to me with vim/emacs using $X, $Y, $Z, $A, $B, ctags, $D, $H, and $Q and some fancy management of dot files”.  And that’s great, I’m glad it works for you.  But here's what I think...",6/25/13,,
agile_stream,9235,http://agile.dzone.com/articles/programmers-fear,A Programmer's Fear,Tom Howlett,"I’ve writing about the effects of fear on a programmer (and a person) over the last couple of weeks, here are some quotes that I’ve been tweeting on the way",6/27/13,,
agile_stream,7218,http://agile.dzone.com/articles/patterns-effective-delivery-–,Patterns of Effective Delivery (Dan North),Jakub Hol_,"Highlights from Dan North‘s excellent, inspiring, and insightful talk Patterns of Effective Delivery at RootConf 2011. ",6/25/13,,
agile_stream,7218,http://agile.dzone.com/articles/patterns-effective-delivery,Patterns of Effective Delivery (Dan North),Jakub Hol_,"Highlights from Dan North‘s excellent, inspiring, and insightful talk Patterns of Effective Delivery at RootConf 2011. ",6/25/13,,
agile_stream,4881,http://java.dzone.com/articles/design-patterns-after-design,Design Patterns after Design is Done,Jim Bird,"Design Patterns are a useful tool when you are designing a system, an effective shorthand for communicating and sharing design ideas and a way to build consistency into the code – if people understand them and follow patterns properly.",,,
,,,,,,,,
,6/30/13,,,,,,,
agile_stream,4387,http://agile.dzone.com/articles/what-makes-us-feel-good-about,What Makes Us Feel Good About Our Work?,Mitch Pronschinske,Behavioral economist Dan Ariely presents two eye-opening experiments that reveal our unexpected and nuanced attitudes toward meaning in our work. ,6/27/13,,
agile_stream,3697,http://agile.dzone.com/articles/lean-startup-enterprise-java,The Lean Startup for Enterprise Java Developers,Mitch Pronschinske,"Using certain principles from The Lean Startup like Minimum Viable Product, Validated Learning, and Metrics Driven Development, Evangelist and Hacker Peter Bell will show you how to ask the right questions, as an enterprise engineer, to help you avoid the above situation.",6/28/13,,
agile_stream,3054,http://agile.dzone.com/articles/6-warning-signs-your, 6 Warning Signs That Your Technology is Headed South,Christopher Taylor,The best or worst of times doesn’t happen overnight. There are warning signs that your technology infrastructure is falling behind and moving you into the have-nots category. Here are 6 examples that form the canary in the coal mine for many companies...,6/30/13,,
agile_stream,2928,http://java.dzone.com/articles/15-best-self-publishing-books,15 Best Self-Publishing Books,Jurgen Appelo,Ever wondered what books to read on the topic of self-publishing? Wonder no longer. Here's your answer! ,7/2/13,,
agile_stream,2376,http://agile.dzone.com/articles/be-aware-productivity-tools,Be-Aware of Productivity Tools,Dror Helper,"In his post Beware of Productivity Tools Mark Seemann explains why he shun from using so called “productivity tools” – tools like Resharper, CodeRush, JustCode or any other tool that is runs on top of Visual Studio in order to enhance development.",6/26/13,,
agile_stream,2134,http://agile.dzone.com/articles/collective-intelligence-human,Collective Intelligence in Human Groups,Mitch Pronschinske,"Most of us are familiar with the idea of ""general intelligence"" in individuals, but no one has systematically examined whether a similar kind of ""collective intelligence"" exists for groups of people. Now we have two studies with 192 groups that provide some answers.",6/29/13,,
agile_stream,2130,http://agile.dzone.com/articles/knowing-your-passion,Knowing Your Passion,Mitch Pronschinske,"XKE's (Xebia Knowledge Exchange) motto is ""ideas worth spreading.""  Here we'll look at making sure you know what you like doing so that you can be good at it.",6/29/13,,
agile_stream,1666,http://agile.dzone.com/articles/estimating-software-system,Estimating a Software System,Simon Brown, One of the things that we teach people on our Software Architecture for Developers training course is how to design software if all you have is a set of requirements and a blank sheet of paper. ,6/28/13,,
agile_stream,1619,http://java.dzone.com/articles/when-leave-your-programming,When To Leave Your Programming Job,Dave Fecak,I am often approached by programmers that are thinking about leaving their job but want to discuss to see if they are making a wise move.  ,6/28/13,,
agile_stream,1584,http://agile.dzone.com/articles/i-am-it-contractor,I am an IT Contractor,Peter Pilgrim,"This is a disturbing post for me, and probably for you.  I am an IT contractor in 2013, at least. It was not always that way, because I worked in long term permanent positions before now. I have said many times before I did not aim to be an IT contractor...",6/27/13,,
agile_stream,1576,http://agile.dzone.com/articles/analysis-and-design-agile, Analysis and Design in Agile,Dave Rooney,"A long time ago in a galaxy a dozen or so miles away, I learned about Extreme Programming.  I was actually doing Pair Programming when I heard about this crazy XP concept, so it wasn't really a stretch to do it on a regular basis.  ",6/28/13,,
agile_stream,1541,http://agile.dzone.com/articles/my-pathological-fear-deadlines,My Pathological Fear of Deadlines,Daniel Doubrovkine,"There are two kinds of deadlines: those that we set for ourselves and those that others set for us. I believe most software deadlines are self-inflicted and unnecessary. While some will claim deadlines help you focus, they just stress me out.",7/2/13,,
agile_stream,1339,http://agile.dzone.com/articles/yet-another-“why-waterfall,Yet Another “Why Waterfall Doesn’t Work” Post,Tim Murphy,"The biggest problem with waterfall projects is that you can always add more detail to design documents.  I have actually seen some documentation which had pseudo code for almost every line that the developer needs to type.  Of course these are extreme cases, but they put a spotlight on the issue.",6/25/13,,
agile_stream,1165,http://agile.dzone.com/articles/3-easy-ways-market-yourself,3 Easy Ways To Market Yourself as a Software Developer,John Sonmez,"The problem is most software developers don’t realize that they always need to be actively marketing themselves.  I’ve written before about how you should be selling yourself and how everything is about selling, but part of selling successfully is marketing.",6/26/13,,
agile_stream,1124,http://java.dzone.com/articles/new-product-development-lean,New Product Development with Lean Startup and Scrum,Roman Pichler,Discovering Lean Startup was inspiring for me: I felt I had found an approach that could complement Scrum nicely. Since then I have been experimenting with combining the two approaches in my own new product development work as well as helping my clients to do so. ,7/1/13,,
agile_stream,1040,http://agile.dzone.com/articles/how-design-organization-built,How to Design an Organization That is Built for Success,Tathagat Varma,"In a growing organization, efficiency, innovation, and scale must also grow and change in tandem with the company.",6/25/13,,
agile_stream,1012,http://agile.dzone.com/articles/javascript-snippet-remove-line,"Javascript Snippet to Remove Line Number, Author, Revision Columns from Fisheye/Crucible",Gary Sieling,"I’ve found it helpful to create bulk reviews to view patches, where the code is spread across many repositories (CVS + Git + many revisions + many branches, don’t ask). The following  Javascript will remove these columns, so you can copy text out in peace.",6/27/13,,
agile_stream,1006,http://agile.dzone.com/articles/accelerator-startup-weekend-4,"Accelerator - Startup Weekend Style Assignments, Week 6",Stephen  Forte,"On Wednesday we had a trip to visit the offices of Hong Kong startup Frenzoo.  It was great going to visit a living, breathing startup in Hong Kong and “get out of the building.”",6/26/13,,
agile_stream,672,http://agile.dzone.com/articles/what-allows-agile-succeed,What Allows Agile to Succeed in an Organization?,Mike Cottmeyer,"I still feel that an organization will be successful with an agile transformation independent of industry, size of the organization, geographic distribution of staff, and other common claims of where agile “supposedly cannot, or should not work”.",7/1/13,,
agile_stream,641,http://agile.dzone.com/articles/unspoken-cultural-differences,Unspoken Cultural Differences in Agile & Scrum ,Allan Kelly,"For a while now I’ve been convinced that a lot of “Agile” is about cultural differences. In particular I believe the canonical version of Scrum, which I often refer to as Hard Core Scrum or Scrum™ is rooted in 1990’s American software management culture.",7/1/13,,
agile_stream,550,http://agile.dzone.com/articles/agile-culture-and-adoption,Agile Culture and Adoption Survival Guide,Michael Sahota,"For those of you who haven’t heard me speak about culture and adoption, I believe this is a crucial message for anyone acting as an Agile change agent. ",7/1/13,,
agile_stream,453,http://agile.dzone.com/articles/importance-radical-innovation,Importance of Radical Innovation ,Venkatesh  Krishnamurthy,"Collaboration and innovation go hand-in-hand. Agile environments are supposed to be collaborative. However, the common understanding of collaboration in a software delivery context is to help each other without causing friction.",6/26/13,,
agile_stream,389,http://agile.dzone.com/articles/why-user-stories-make-sense,Why User Stories Make Sense,Tathagat Varma,User stories are nothing like the requirements of yesterday – they are not even remotely meant to be complete/comprehensive and so on. ,7/2/13,,
agile_stream,364,http://agile.dzone.com/articles/agile-maturity-assessments-–,Agile Maturity Assessments – Boon or Bane?,Venkatesh  Krishnamurthy,How are Agile Maturity assessments conducted in the organizations? What are the pattern of questions? How does a good Agile maturity assessment look?  These questions are answered in a new Cutter article.,7/2/13,,
Architects Zone,2752,http://architects.dzone.com/articles/pentaho-labs-big-data-and,Pentaho Labs for Big Data and NoSQL Integration Unveiled Along With Rackspace Partnership,Mitch Pronschinske,Pentaho has been one of the most active organizations at Hadoop Summit this week.  They announced a Big Data features incubator for Pentaho called Pentaho Labs.  Along with this unveiling they also announced their Adaptive Big Data Layer ,6/27/13,,
Architects Zone,207,http://architects.dzone.com/articles/php-fpm-nginx-and-couchbase-0," PHP-FPM, nginx and Couchbase - The Connection Problems",Don Pinto,"Recently, we’ve been seeing many people using the Couchbase PHP SDK alongside nginx and php-FPM.  There has, however, been some recurring issues amongst these users, that I aim to troubleshoot in this article!",6/30/13,,
bigdata_stream,5465,http://architects.dzone.com/articles/akka-vs-storm,Akka vs Storm,Adam Warski,"I was recently working a bit with Twitter’s Storm, and it got me wondering, how does it compare to another high-performance, concurrent-data-processing framework, Akka.",6/26/13,,
